"Jahr","QuarSort","QuarLang","GbdArt1","GbdArt1n","AnzGeb","Rauminhalt","PersonenGT2","AnzWhg","WohnFl","PersInWhgGT2","KreisSort","KreisLang","GbdArt2","GbdArt2n","GbdArtPub","GbdArtPubName"
2015,21,"Wollishofen",263.9,"Übriges Gebäude für Schulzwecke",1,2650,".",1,56,".",2,"Kreis 2",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",263.9,"Übriges Gebäude für Schulzwecke",1,2650,".",1,56,".",2,"Kreis 2",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",263.9,"Übriges Gebäude für Schulzwecke",1,2650,".",1,56,".",2,"Kreis 2",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",263.9,"Übriges Gebäude für Schulzwecke",1,2650,".",1,56,".",2,"Kreis 2",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",263.9,"Übriges Gebäude für Schulzwecke",1,2650,".",1,56,".",2,"Kreis 2",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",264.1,"Spital- und Klinikgebäude",1,13080,6,4,377,6,2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",264.1,"Spital- und Klinikgebäude",1,13080,7,4,377,7,2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",264.1,"Spital- und Klinikgebäude",1,13080,7,4,377,7,2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",5,84938,263,1,120,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,63840,251,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,63840,240,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,63840,225,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,63840,228,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,71863,303,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,65460,297,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,65460,283,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",3,65460,285,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",4,76210,294,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",2,65650,285,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",264.2,"Kranken- und Pflegeheime",2,65650,301,0,0,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,5,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,6,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,6,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,7,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,8,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,8,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,8,4,377,6,2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,8,4,377,8,2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",264.9,"Übriges Gebäude des Gesundheitswesens",1,13080,7,4,377,".",2,"Kreis 2",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,22712,".",1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,22712,3,1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,22970,3,1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,27060,3,1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,27107,4,1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,28330,5,1,81,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",11,28330,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,24240,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,24240,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,24372,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,24372,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",265.1,"Sporthalle, Hallenbad, Turnhalle",10,24372,4,1,81,4,2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",10,8010,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",10,8010,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8460,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8460,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8460,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8600,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8508,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8508,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8506,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8506,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8506,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",265.9,"Übriges Gebäude für Sport",11,8506,".",0,0,".",2,"Kreis 2",265,"Sporthallen",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,11758,8,1,145,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2009,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,11758,8,1,145,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2010,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",19,11845,8,1,145,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2011,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,9232,8,2,195,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2012,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,9252,8,2,195,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2013,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,9252,8,2,195,".",2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2014,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",18,9252,8,2,195,8,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2015,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",15,8942,8,2,195,8,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2016,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",15,8942,8,2,195,8,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2017,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",13,8707,8,2,195,8,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2018,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",13,8707,4,2,195,4,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2019,21,"Wollishofen",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",13,8707,3,2,195,3,2,"Kreis 2",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2008,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27778,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27778,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27778,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27778,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27778,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27779,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",4,27779,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",3,23148,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",3,23148,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",3,23148,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",3,23148,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",272.1,"Kirche, Moschee, Synagoge",3,23148,".",0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22722,12,3,295,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22722,12,3,295,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22722,11,3,295,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22722,12,3,295,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22722,7,3,295,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",272.2,"Kirchgemeindehaus",3,22789,10,5,466,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26809,9,6,680,9,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26858,6,6,680,8,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26858,10,6,680,10,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26857,11,6,680,10,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26857,13,6,680,13,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",272.2,"Kirchgemeindehaus",4,26857,13,6,680,13,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8319,3,0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8319,3,0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8319,3,0,0,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,6,2,233,6,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,3,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,".",2,233,".",2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,6,2,233,6,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",272.9,"Übriges Kultusgebäude",4,8320,6,2,233,6,2,"Kreis 2",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,4,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2009,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,4,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2010,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,4,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2011,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,4,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2012,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,4,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2013,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,5,1,98,".",2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2014,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",4,6668,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2015,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",3,6612,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2016,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",3,6612,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2017,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",3,6612,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2018,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",3,6612,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2019,21,"Wollishofen",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",3,6612,5,1,98,5,2,"Kreis 2",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2008,21,"Wollishofen",274.9,"Übrige Kleingebäude",232,29763,19,0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2009,21,"Wollishofen",274.9,"Übrige Kleingebäude",232,29804,21,0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2010,21,"Wollishofen",274.9,"Übrige Kleingebäude",241,40166,22,0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2011,21,"Wollishofen",274.9,"Übrige Kleingebäude",237,40210,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2012,21,"Wollishofen",274.9,"Übrige Kleingebäude",234,37358,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2013,21,"Wollishofen",274.9,"Übrige Kleingebäude",244,30848,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2014,21,"Wollishofen",274.9,"Übrige Kleingebäude",242,27399,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2015,21,"Wollishofen",274.9,"Übrige Kleingebäude",229,25359,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2016,21,"Wollishofen",274.9,"Übrige Kleingebäude",230,24404,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2017,21,"Wollishofen",274.9,"Übrige Kleingebäude",228,24480,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2018,21,"Wollishofen",274.9,"Übrige Kleingebäude",230,24475,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2019,21,"Wollishofen",274.9,"Übrige Kleingebäude",231,25409,".",0,0,".",2,"Kreis 2",274,"Sonstige Hochbauten",7,"Kleingebäude"
2008,23,"Leimbach",110.1,"Einfamilienhaus freistehend",60,42399,161,60,7175,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2009,23,"Leimbach",110.1,"Einfamilienhaus freistehend",60,42667,159,60,7230,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2010,23,"Leimbach",110.1,"Einfamilienhaus freistehend",59,42271,150,59,6975,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2011,23,"Leimbach",110.1,"Einfamilienhaus freistehend",59,42981,152,59,7421,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2012,23,"Leimbach",110.1,"Einfamilienhaus freistehend",59,43652,149,59,7375,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2013,23,"Leimbach",110.1,"Einfamilienhaus freistehend",59,43651,139,59,7375,".",2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2014,23,"Leimbach",110.1,"Einfamilienhaus freistehend",57,42883,165,57,7096,165,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2015,23,"Leimbach",110.1,"Einfamilienhaus freistehend",57,42156,163,57,7124,166,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2016,23,"Leimbach",110.1,"Einfamilienhaus freistehend",58,43293,167,58,7337,168,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2017,23,"Leimbach",110.1,"Einfamilienhaus freistehend",58,43293,185,58,7337,185,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2018,23,"Leimbach",110.1,"Einfamilienhaus freistehend",56,41545,154,56,7131,156,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2019,23,"Leimbach",110.1,"Einfamilienhaus freistehend",56,41545,148,56,7131,149,2,"Kreis 2",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
